name,latitude,longitude,kategori,kecamatan,kelurahan
TK-SD-SMP-SMA Yayasan Santa Louisa,-7.257422752,112.7218889,pendidikan,Sawahan,Petemon
SMP Kristen St. Vincentius,-7.256737967,112.7206328,pendidikan,Sawahan,Petemon
"TK, SMP, dan SMA Nurul Huda",-7.2324975,112.7483342,pendidikan,Simokerto,Simolawang
SMA Dr. Soetomo,-7.298871853,112.7643095,pendidikan,Sukolilo,Menur Pumpungan
SMP-SMA GIKI 2 Surabaya,-7.273992302,112.7477118,pendidikan,Gubeng,Gubeng
Sekolah Tinggi Ilmu Ekonomi Prima Visi,-7.2672997,112.7407067,pendidikan,Genteng,Embong Kaliasin
STIKOM,-7.311421547,112.7823948,pendidikan,Rungkut,Kedung Baruk
Akademi Angkatan Laut,-7.220853868,112.7124228,pendidikan,Krembangan,Morokrembangan
Sekolah Tinggi Teologi Injil Indonesia,-7.310193656,112.7682001,pendidikan,Tenggilis Mejoyo,Panjang Jiwo
Politeknik Ubaya,-7.293294597,112.7613424,pendidikan,Gubeng,Baratajaya
Sekolah Tinggi Teknologi Dan Kejuruan (STIK),-7.269233507,112.7356198,pendidikan,Tegalsari,Tegalsari
Sekolah Tinggi Kesenian Wilwatikta,-7.294643164,112.7777603,pendidikan,Sukolilo,Klampis Ngasem
LaSalle College | Surabaya,-7.285080553,112.7370135,pendidikan,Tegalsari,Dr. Sutomo
STIAPAS,-7.30097145,112.7692346,pendidikan,Sukolilo,Ngiden Jangkungan
STIAPAS,-7.301097383,112.7689538,pendidikan,Sukolilo,Ngiden Jangkungan
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,-7.297018922,112.7629145,pendidikan,Sukolilo,Menur Pumpungan
Sekolah Tinggi Ilmu Komunikasi Almamater Wartawan Surabaya,-7.308098215,112.7723268,pendidikan,Sukolilo,Ngiden Jangkungan
Sekolah Tinggi Ilmu Ekonomi Pariwisata Satya Widya,-7.280161169,112.762041,pendidikan,Gubeng,Kertajaya
STIE Perbanas,-7.300292375,112.765181,pendidikan,Sukolilo,Ngiden Jangkungan
STIKES Surabaya,-7.308663975,112.7833914,pendidikan,Sukolilo,Medokan Semampir
Taswirul Afkar,-7.230054292,112.7460481,pendidikan,Semampir,Sidotopo
STIE Urip Sumoharjo,-7.27389465,112.7423389,pendidikan,Tegalsari,Keputran
Akademi Kebidanan Griya Husada,-7.292474732,112.7047743,pendidikan,Dukuh Pakis,Dukuh Pakis
IMBT School Management,-7.276661559,112.7050066,pendidikan,Sukomanunggal,Sono Kwijenan
Akademi Keperawatan Adi Husada,-7.242841759,112.751243,pendidikan,Simokerto,Kapasan
STIKES William Booth,-7.291697711,112.7377511,pendidikan,Wonokromo,Darmo
Sekolah Tinggi Ilmu Dakwah & Komunikasi Islam Ar-Rahmah,-7.219362428,112.7317413,pendidikan,Pabean Cantian,Perak Utara
The Sages Institute,-7.288318229,112.7082971,pendidikan,Dukuh Pakis,Dukuh Pakis
STIE Indonesian European University Surabaya,-7.288878078,112.7147592,pendidikan,Sawahan,Pakis
Kementrian Perhubungan Politeknik Pelayaran Surabaya,-7.22388827,112.7403349,pendidikan,Semampir,Ujung
Politeknik Sakti Surabaya,-7.3267048,112.7397483,pendidikan,Wonocolo,Jemur Wonosari
Politeknik Surabaya,-7.320770035,112.7475215,pendidikan,Tenggilis Mejoyo,Kendangsari
Politeknik Kementrian Kesehatan Surabaya,-7.240417083,112.7293937,pendidikan,Krembangan,Kemayoran
Akademi Akupuntur Surabaya,-7.239704317,112.7295592,pendidikan,Krembangan,Kemayoran
STIE Fatahillah,-7.2517143,112.7129044,pendidikan,Asemrowo,Asemrowo
Sekolah Tinggi Alkitab Surabaya,-7.26336361,112.7257202,pendidikan,Sawahan,Sawahan
Majapahit Tourism Academy,-7.314675267,112.7554343,pendidikan,Tenggilis Mejoyo,Panjang Jiwo
STIE Yapan,-7.332728126,112.7829902,pendidikan,Gunung Anyar,Gunung Anyar
Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,-7.310581892,112.7401641,pendidikan,Wonokromo,Jagir
Sekolah Kesehatan Angkatan Laut,-7.310007536,112.7362244,pendidikan,Wonokromo,Jagir
Akademi Gizi Surabaya,-7.306140873,112.7464003,pendidikan,Wonocolo,Bendul Merisi
Sekolah Tinggi Pariwisata Satya Widya,-7.30852279,112.7485957,pendidikan,Wonocolo,Bendul Merisi
Akademi Farmasi Surabaya,-7.313288944,112.7245965,pendidikan,Gayungan,Ketintang
Sekolah Tinggi Ilmu Ekonomi Perbanas Kampus II,-7.309241628,112.7952621,pendidikan,Rungkut,Wonorejo
Politeknik Kesehatan Kementerian Kesehatan Surabaya,-7.266356096,112.7602328,pendidikan,Gubeng,Airlangga
Sekolah Tinggi Kesehatan Yayasan RSUD Dr Soetomo,-7.267246285,112.7601575,pendidikan,Gubeng,Airlangga
Sekolah Misi Interdenominasi,-7.340939912,112.7242982,pendidikan,Gayungan,Menanggal
Politeknik Kesehatan Surabaya,-7.284506046,112.7616614,pendidikan,Mulyorejo,Manyar Sabrangan
Institut Sains dan Teknologi Terpadu Surabaya (iSTTS),-7.291399319,112.7587869,pendidikan,Gubeng,Baratajaya
STIE Mahardhika,-7.345457959,112.7357742,pendidikan,Gayungan,Dukuh Menanggal
Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,-7.300678484,112.7662349,pendidikan,Sukolilo,Ngiden Jangkungan
Politeknik Penerbangan Surabaya,-7.33337734,112.7362882,pendidikan,,SiwalanKerto
IKIP Widya Dharma,-7.3156467,112.7266295,pendidikan,Gayungan,Ketintang
Sekolah Tinggi Ilmu Ekonomi Perbanas,-7.3000873,112.7642977,pendidikan,Sukolilo,Ngiden Jangkungan
Universitas Pelita Harapan Surabaya,-7.3449307,112.7286504,pendidikan,Gayungan,Dukuh Menanggal
Fakultas Kedokteran Universitas Hang Tuah,-7.3107998,112.7362515,pendidikan,Wonocolo,Margorejo
Fakultas Vokasi ITS Institut Teknologi Sepuluh Nopember,-7.2785567,112.7915566,pendidikan,Sukolilo,Keputih
Gedung C3 FMIPA UNESA,-7.3152845,112.7259231,pendidikan,Gayungan,Ketintang
Gedung A8 Fakultas Teknik Unesa,-7.3170686,112.7262166,pendidikan,Jambangan,Karah
Politeknik Perkapalan Negeri Surabaya,-7.277814,112.7957094,pendidikan,Sukolilo,Keputih
Gedung P,-7.3395232,112.7385534,pendidikan,,SiwalanKerto
Universitas Hang Tuah,-7.293076814,112.7933434,pendidikan,Sukolilo,Keputih
Universitas Katolik Widya Mandala Surabaya,-7.281504271,112.7447916,pendidikan,Tegalsari,Keputran
Diploma Teknik Sipil ITS,-7.286695856,112.7638973,pendidikan,Mulyorejo,Manyar Sabrangan
Politeknik Pelayaran Surabaya,-7.344495228,112.795634,pendidikan,Gunung Anyar,Gunung Anyar
Institut Teknologi Sepuluh Nopember,-7.282858903,112.7951335,pendidikan,Sukolilo,Keputih
Kampus C Universitas Airlangga,-7.266715451,112.7863935,pendidikan,Mulyorejo,Mulyorejo
Universitas Negeri Surabaya,-7.300938262,112.6696036,pendidikan,Lakarsantri,Lidah Kulon
Universitas Katolik Darma Cendika,-7.291571725,112.7812238,pendidikan,Sukolilo,Klampis Ngasem
Fkg Universitas Hang Tuah,-7.292341056,112.793051,pendidikan,Sukolilo,Keputih
Universitas Surabaya,-7.293173032,112.7613299,pendidikan,Gubeng,Baratajaya
Universitas Katolik Widya Mandala Surabaya,-7.259932027,112.7729388,pendidikan,Tambaksari,Pacar Kembang
Universitas Hang Tuah,-7.311082451,112.7367386,pendidikan,Wonocolo,Margorejo
Universitas Kartini Surabaya,-7.300760232,112.7624796,pendidikan,Sukolilo,Ngiden Jangkungan
La Salle College Wonokromo Surabaya,-7.2913414,112.7416903,pendidikan,Wonokromo,Darmo
STIESIA,-7.289169832,112.7665189,pendidikan,Sukolilo,Menur Pumpungan
Institut Teknologi Adhi Tama Surabaya,-7.290878413,112.7790575,pendidikan,Sukolilo,Klampis Ngasem
Aula Fakultas Kedokteran Universitas Airlangga,-7.265202595,112.7588173,pendidikan,Tambaksari,Pacar Kembang
Kampus A Universitas Airlangga,-7.264765311,112.7585686,pendidikan,Tambaksari,Pacar Kembang
Kampus B Universitas Airlangga,-7.272310556,112.7584877,pendidikan,Gubeng,Airlangga
Universitas Kartini,-7.299909689,112.7624205,pendidikan,Sukolilo,Ngiden Jangkungan
Gedung B Universitas Adi Buana,-7.29342934,112.7487938,pendidikan,Wonokromo,Ngagelrejo
Magister Manajemen Teknologi ITS,-7.27783042,112.7389775,pendidikan,Tegalsari,Dr. Sutomo
Universitas Merdeka Surabaya,-7.320331014,112.7182673,pendidikan,Jambangan,Karah
Stikes Katolik St. Vincentius A Paulo ( RKZ ),-7.29291243,112.7347202,pendidikan,Wonokromo,Darmo
Universitas Yos Soedarso,-7.287761,112.7088291,pendidikan,Dukuh Pakis,Dukuh Pakis
Fakultas Ilmu Sosial Dan Hukum Universitas Negeri Surabaya,-7.31178295,112.7295586,pendidikan,Gayungan,Ketintang
Gedung A1 Fakultas Teknik Informatika UNESA,-7.31718295,112.7257533,pendidikan,Gayungan,Ketintang
Pusat Bahasa Universitas Negeri Surabaya,-7.3148163,112.7281699,pendidikan,Gayungan,Ketintang
Gedung A3 Pendidikan Kesejahteraan Keluarga UNESA,-7.316579983,112.7259488,pendidikan,Gayungan,Ketintang
Institute IKAIDO,-7.27507605,112.6977828,pendidikan,Sukomanunggal,Sono Kwijenan
Universitas Wijaya Putra Kampus Wiyung,-7.314232428,112.7008018,pendidikan,Wiyung,Jajar Tunggal
Universitas 45 Surabaya,-7.290960533,112.7210439,pendidikan,Sawahan,Pakis
Fakultas Vokasi,-7.273743725,112.7587273,pendidikan,Gubeng,Airlangga
Kampus A Universitas Nahdlatul Ulama Surabaya,-7.304451802,112.7338042,pendidikan,Wonokromo,Wonokromo
Universitas Surabaya,-7.320575606,112.7678829,pendidikan,Rungkut,Kali Rungkut
Universitas Putra Bangsa,-7.288907516,112.7821792,pendidikan,Sukolilo,Keputih
Kebidanan Sutomo Poltekkes Kemenkes Surabaya,-7.267238674,112.7603588,pendidikan,Gubeng,Airlangga
Universitas Muhammadiyah Sidoarjo,-7.333257094,112.7828951,pendidikan,Gunung Anyar,Gunung Anyar
Universitas Widya Kartika,-7.260608423,112.7943269,pendidikan,Mulyorejo,Dukuh Sutorejo
Fakultas Matematika Dan Ilmu Pengetahuan Alam Unesa,-7.314752483,112.7259436,pendidikan,Gayungan,Ketintang
BRI Corporate University,-7.333589028,112.7328119,pendidikan,,SiwalanKerto
FIP Universitas Negeri Surabaya,-7.255757458,112.7558415,pendidikan,Tambaksari,Tambaksari
Jurusan Gizi Poltekkes Kemenkes Surabaya,-7.286194295,112.7604391,pendidikan,Gubeng,Kertajaya
Universitas Pembangunan Nasional Veteran Jawa Timur,-7.333742701,112.7886129,pendidikan,Rungkut,Medokan Ayu
Universitas Islam Negeri Sunan Ampel Surabaya,-7.322301029,112.7342995,pendidikan,Wonocolo,Jemur Wonosari
Universitas Wijaya Kusuma Surabaya,-7.282290989,112.7115075,pendidikan,Dukuh Pakis,Dukuh Kupang
Universitas Dr. Soetomo,-7.298410474,112.7651725,pendidikan,Sukolilo,Menur Pumpungan
Universitas 17 Agustus 1945 Surabaya,-7.298528044,112.7673735,pendidikan,Sukolilo,Menur Pumpungan
Universitas Ciputra,-7.28549988,112.6316426,pendidikan,Sambikerep,Made
Politeknik Elektronika Negeri Surabaya,-7.27651255,112.7942202,pendidikan,Sukolilo,Keputih
Universitas Bhayangkara Surabaya,-7.320920721,112.7310754,pendidikan,Gayungan,Ketintang
Universitas Kristen Petra,-7.339463708,112.7379662,pendidikan,,SiwalanKerto
Universitas Negeri Surabaya,-7.314167797,112.7268004,pendidikan,Gayungan,Ketintang
Universitas Narotama,-7.287413411,112.7766059,pendidikan,Sukolilo,Klampis Ngasem
Universitas Katolik Widya Mandala,-7.27054177,112.811759,pendidikan,Mulyorejo,Kalisari
Universitas Yos Sudarso,-7.285382844,112.7093586,pendidikan,Dukuh Pakis,Dukuh Kupang
Universitas WR Supratman,-7.291446571,112.7840513,pendidikan,Sukolilo,Keputih
Kampus II UIN Sunan Ampel,-7.34413222,112.7845426,pendidikan,,
Universitas PGRI Adi Buana,-7.343926878,112.7218042,pendidikan,Gayungan,Dukuh Menanggal
Universitas Muhammadiyah Surabaya,-7.26027143,112.7889735,pendidikan,Mulyorejo,Dukuh Sutorejo
Universitas Nadhlatul Ulama Surabaya,-7.32259337,112.7391623,pendidikan,Wonocolo,Jemur Wonosari
Gereja Kristen Abdiel Gloria,-7.3131239,112.7883399,hidup,Rungkut,Wonorejo
Yohanes Pemandi,-7.3054308,112.7386341,hidup,Wonokromo,Jagir
Gereja Pantekosta di Indonesia Barat Jemaat Bukit Zaitun,-7.2970532,112.7487629,hidup,Wonokromo,Ngagelrejo
Masjid,-7.2429349,112.7553516,hidup,Simokerto,Kapasan
Vihara,-7.2397123,112.7474499,hidup,Simokerto,Kapasan
GEREJA KRISTEN ABDIEL ELYON RAYON GALAXY,-7.2842792,112.7775446,hidup,Sukolilo,Klampis Ngasem
Gereja Eleos Surabaya,-7.3371454,112.7508645,hidup,Tenggilis Mejoyo,Kutisari
Musholla RSU Bhakti Rahayu,-7.3119958,112.7228767,hidup,Gayungan,Ketintang
GSJA Elim,-7.2631385,112.6684213,hidup,Tandes,Manukan Kulon
Gereja Pentakosta Infonesia Sidang Tandes,-7.2633088,112.6685071,hidup,Tandes,Manukan Kulon
Gereja Kristen Setia Indonesia,-7.2631811,112.6685286,hidup,Tandes,Manukan Kulon
Al-Ghuroba',-7.2889798,112.6738234,hidup,Sambikerep,Lontar
GBI Family Blessing,-7.3014549,112.6499633,hidup,Lakarsantri,Lidah Kulon
Masjid,-7.2830903,112.6641384,hidup,Sambikerep,Lontar
Gki citraland,-7.2858523,112.6551111,hidup,Sambikerep,Lontar
Masjid Universitas Narotama,-7.2873131,112.776598,hidup,Sukolilo,Klampis Ngasem
Nurul Huda Mosque,-7.2262189,112.7635541,hidup,Kenjeran,Sidotopo Wetan
Masjid An-Najah,-7.2430511,112.7711764,hidup,Tambaksari,Gading
Gereja Cornelius,-7.2436653,112.7698611,hidup,Tambaksari,Gading
Gereja Kristen Indonesia,-7.2450179,112.7776455,hidup,Tambaksari,Gading
Pura Segara,-7.2380385,112.7905082,hidup,Bulak,Sukolilo Baru
Masjid  Riyadhul Muttaqin,-7.2221849,112.7436015,hidup,Semampir,Ujung
Masjid Miftahul Jabbar,-7.2304662,112.7698137,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Attinah,-7.2199129,112.7727889,hidup,Kenjeran,Tanah Kali Kedinding
Masjid An Nahar,-7.2236425,112.7797039,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Al Amin,-7.2346461,112.7612815,hidup,Kenjeran,Sidotopo Wetan
Masjid Al Faroch,-7.2330286,112.7737337,hidup,Bulak,Bulak
Masjid At Taqwa,-7.2317762,112.7653501,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Subulussalam,-7.2315241,112.764937,hidup,Kenjeran,Sidotopo Wetan
Masjid Nurul Huda,-7.2113849,112.7766045,hidup,Kenjeran,Tambak Wedi
Masjid Al Mukhlis,-7.2100305,112.7726992,hidup,Kenjeran,Tambak Wedi
Masjid Al Ikhlas,-7.2287338,112.7684517,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Nurul Hidayah,-7.2285791,112.7702136,hidup,Kenjeran,Tanah Kali Kedinding
masjid an-nur,-7.2875402,112.7775935,hidup,Sukolilo,Klampis Ngasem
masjid achmad,-7.2859372,112.7745653,hidup,Sukolilo,Klampis Ngasem
Masjid haqqul yaqien,-7.2898399,112.7730675,hidup,Sukolilo,Klampis Ngasem
masjid assakienah,-7.2891042,112.7830748,hidup,Sukolilo,Keputih
Sanggar Agung Temple,-7.2472616,112.8024464,hidup,Bulak,Sukolilo Baru
Masjid Sholihin,-7.2275354,112.7362213,hidup,Pabean Cantian,Krembangan Utara
Masjid Nurul Falah,-7.2301152,112.7332236,hidup,Pabean Cantian,Krembangan Utara
Masjid Salman,-7.2304286,112.7360795,hidup,Pabean Cantian,Krembangan Utara
Gereja Pantekosta Indonesia,-7.2332645,112.7300246,hidup,Pabean Cantian,Perak Timur
GPIB PNIEL Surabaya,-7.234182,112.7312137,hidup,Krembangan,Krembangan Selatan
Pura Agung Jagat karana,-7.2314323,112.7217289,hidup,Krembangan,Perak Barat
Geraja Santa Perawan Maria,-7.242042,112.7369953,hidup,Krembangan,Krembangan Selatan
Masjid Ampel,-7.2317656,112.7423278,hidup,Semampir,Ampel
Masjid Dakwah Pemuda,-7.2309871,112.7323178,hidup,Pabean Cantian,Krembangan Utara
masjid at taqwa,-7.2313322,112.7365219,hidup,Krembangan,Krembangan Selatan
Gereja Katolik Santa Maria Tak Bercela,-7.2889791,112.7602304,hidup,Gubeng,Baratajaya
Masjid Muhajirin,-7.2181029,112.7741316,hidup,Kenjeran,Tambak Wedi
Masjid Al Muhajirin,-7.2206283,112.7628675,hidup,Kenjeran,Sidotopo Wetan
Masjid Al Hikmah,-7.2098461,112.7636967,hidup,Kenjeran,Bulak Banteng
Masjid Baitul Kholiq,-7.2163556,112.7746458,hidup,Kenjeran,Tambak Wedi
Masjid Ar Rahman,-7.223422,112.7828274,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Al Furqon,-7.2249265,112.7734243,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Al Fattah,-7.2286981,112.772666,hidup,Kenjeran,Tanah Kali Kedinding
Masjid As Sidiq,-7.2295044,112.7745973,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Al Amanah,-7.2289715,112.7760309,hidup,Kenjeran,Tanah Kali Kedinding
Gereja katolik ratu pecinta damai,-7.2324978,112.765145,hidup,Kenjeran,Tanah Kali Kedinding
Gereja Cahaya Kasih,-7.2307497,112.764436,hidup,Kenjeran,Sidotopo Wetan
Gereja Immanuel,-7.2275218,112.7707643,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Umar,-7.2311015,112.7680385,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Jadidah,-7.225839,112.7583265,hidup,Kenjeran,Sidotopo Wetan
Greja Kristen Jawi Wetan (GKJW) Surabaya,-7.2491616,112.7360039,hidup,Bubutan,Bubutan
Huria Kristen Batak Protestan,-7.2772709,112.7651434,hidup,Gubeng,Mojo
Masjid Baitul Muttaqin,-7.2771589,112.7643622,hidup,Gubeng,Mojo
Masjid Al Anshor,-7.2762097,112.763979,hidup,Gubeng,Mojo
Masjid Baitut Taubah,-7.2761645,112.7653979,hidup,Gubeng,Mojo
Musholah An - Nur,-7.2763507,112.7669898,hidup,Gubeng,Mojo
Musholah Al - jabar,-7.276509,112.7671373,hidup,Gubeng,Mojo
Masjid Baitul Muttaqien,-7.2769893,112.7677528,hidup,Gubeng,Mojo
Masjid Istiqoomah,-7.2750963,112.7686554,hidup,Gubeng,Mojo
Masjid Nurul Ihsan,-7.2422439,112.7408632,hidup,Pabean Cantian,Bongkaran
masjid jami al jihad,-7.285283,112.7496781,hidup,Gubeng,Pucang Sewu
GBIS Taman Getsemani,-7.2757854,112.7720591,hidup,Gubeng,Mojo
Gereja Orthodox Paroki Js. Iona Manchuria (Rocor),-7.2766592,112.7759703,hidup,Mulyorejo,Mulyorejo
Musholla Darussalam,-7.2779789,112.7764558,hidup,Mulyorejo,Manyar Sabrangan
Masjid Nur Hidayah,-7.277806,112.7789691,hidup,Mulyorejo,Manyar Sabrangan
Masjid Al-Qoni,-7.2809987,112.7805623,hidup,Mulyorejo,Manyar Sabrangan
Masjid Salamul Ma'Ruf,-7.2560496,112.7797869,hidup,Mulyorejo,Kalijudan
Masjid Dakwah Pemuda,-7.2309942,112.7323172,hidup,Pabean Cantian,Krembangan Utara
Masjid Salman Alfarisi,-7.2608826,112.7870399,hidup,Mulyorejo,Dukuh Sutorejo
gereja wisma mukti,-7.2929509,112.7790849,hidup,Sukolilo,Klampis Ngasem
Masjid Syamsul Falah,-7.267916,112.8003664,hidup,Mulyorejo,Kalisari
Masjid Nur,-7.2284506,112.7348305,hidup,Pabean Cantian,Krembangan Utara
gereja kristen indonesia manyar,-7.2853118,112.7699773,hidup,Sukolilo,Klampis Ngasem
Gereja Bethany Indonesia Tanjung Sari,-7.3063612,112.7776755,hidup,Sukolilo,Medokan Semampir
Masjid Al Anwar,-7.2822481,112.7636814,hidup,Mulyorejo,Manyar Sabrangan
Masjid Sholihul Amin,-7.3049924,112.7785982,hidup,Sukolilo,Medokan Semampir
gereja reformed injil indonesia,-7.2781217,112.7735354,hidup,Mulyorejo,Manyar Sabrangan
Masjid Al-Hadits,-7.2829651,112.7666278,hidup,Mulyorejo,Manyar Sabrangan
gereja kristen batak protestan,-7.2772738,112.7651179,hidup,Gubeng,Mojo
gereja torsina,-7.2776853,112.7610443,hidup,Gubeng,Airlangga
Masjid Ahmad Yani,-7.2753669,112.7929673,hidup,Mulyorejo,Kejawen Putih Tambak
gereja bethel indonesia,-7.2742677,112.7622843,hidup,Gubeng,Airlangga
Yayasan Masjid Mujahidin,-7.2138311,112.7329397,hidup,Pabean Cantian,Perak Utara
Masjid Jami al hijad,-7.2852108,112.74967,hidup,Gubeng,Pucang Sewu
Gereja Kemah Injil Indonesia Surabaya,-7.2728339,112.7719949,hidup,Gubeng,Mojo
gereja imanat rasani,-7.2781841,112.7538,hidup,Gubeng,Kertajaya
Masjid Jami'ul Fawaid,-7.2770261,112.7525564,hidup,Gubeng,Airlangga
Masjid Machfudz,-7.2652604,112.7793303,hidup,Mulyorejo,Mulyorejo
Gereja Allah adalah Kasih,-7.2770315,112.7542175,hidup,Gubeng,Airlangga
Masjid Salman Alfarisi,-7.2609161,112.7869742,hidup,Mulyorejo,Dukuh Sutorejo
Masjid Mayithoh,-7.2737256,112.7967355,hidup,Mulyorejo,Mulyorejo
Gereja Bethany indonesia,-7.2708814,112.7921543,hidup,Mulyorejo,Mulyorejo
Masjid Al Iman,-7.2657361,112.7906,hidup,Mulyorejo,Dukuh Sutorejo
Masjid,-7.2615547,112.787508,hidup,Mulyorejo,Dukuh Sutorejo
Masjid Ahmad Yani,-7.2754032,112.7929935,hidup,Mulyorejo,Kejawen Putih Tambak
Mushola An-Nahl,-7.2763938,112.7929609,hidup,Sukolilo,Keputih
Musholah dewa ruci,-7.2782775,112.7954339,hidup,Sukolilo,Keputih
Masjid Bahrul Ulum PPNS,-7.2780035,112.7943798,hidup,Sukolilo,Keputih
Masjid Nurul Huda,-7.2261801,112.7634698,hidup,Kenjeran,Sidotopo Wetan
Masjid Umar,-7.2310967,112.7679709,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Miftahus Sholeh,-7.2462107,112.7441945,hidup,Pabean Cantian,Bongkaran
Bustanul Huda,-7.2557363,112.7672664,hidup,Tambaksari,Pacar Kembang
Masjid Al-Jihad Surabaya,-7.3244592,112.7359554,hidup,Wonocolo,Jemur Wonosari
Gereja Kristus Tuhan,-7.3143809,112.7897485,hidup,Rungkut,Wonorejo
GBI Ngagel Madya,-7.2910291,112.7585748,hidup,Gubeng,Baratajaya
"Gpps Sawahan, Surabaya",-7.2633996,112.7258079,hidup,Sawahan,Sawahan
GBI Gosyen Blessing,-7.252725,112.79333,hidup,Mulyorejo,Dukuh Sutorejo
Mushola Baitul Yaqin Ketabang,-7.2607912,112.7521788,hidup,Genteng,Ketabang
Masjid Nurul Islam,-7.3304263,112.7848988,hidup,Rungkut,Rungkut Kidul
Masjid Al Hikmah,-7.3289513,112.7854481,hidup,Rungkut,Kali Rungkut
Mushola Al Hidayah,-7.2951297,112.7635328,hidup,Sukolilo,Menur Pumpungan
Langgar Wakaf Nurul Huda,-7.233247,112.7308718,hidup,Krembangan,Krembangan Selatan
Masjid Riyadhuljanna,-7.2262568,112.7422377,hidup,Semampir,Ampel
Mushollah Darussalam,-7.2275182,112.7396891,hidup,Pabean Cantian,Nyamplungan
Gereja Bukit Zion Jemaat Kasuari,-7.2322593,112.7375067,hidup,Krembangan,Krembangan Selatan
Gereja,-7.2402637,112.7358798,hidup,Krembangan,Krembangan Selatan
"Bala Keselamatan ""Panti Asuhan Immanuel""",-7.2396852,112.7348364,hidup,Krembangan,Krembangan Selatan
Mushollah Al Barokah,-7.2451589,112.7393226,hidup,Bubutan,Alon-Alon Contong
Mushollah Surgaku,-7.2293233,112.7385272,hidup,Pabean Cantian,Nyamplungan
TKA Al-Quran Thoyyib Fatah,-7.2274546,112.7419371,hidup,Semampir,Ampel
Mushollah Al-Mukhlishin,-7.2326747,112.7324001,hidup,Pabean Cantian,Krembangan Utara
Gereja Pantekosta di Indonesia Sion Permai,-7.2292455,112.7357314,hidup,Pabean Cantian,Krembangan Utara
Mushollag Al Hijroh,-7.2448001,112.7369923,hidup,Krembangan,Krembangan Selatan
Mushollah Baiturrahman,-7.2295618,112.7401484,hidup,Pabean Cantian,Nyamplungan
Yayasan Naga Samudera,-7.2378024,112.7337428,hidup,Krembangan,Krembangan Selatan
Masjid Al-Hikmah,-7.2243869,112.7385399,hidup,Pabean Cantian,Nyamplungan
Mushollah Baitul Rahman,-7.2271623,112.7432005,hidup,Semampir,Ampel
Masjid Shuffah,-7.225188,112.7398562,hidup,Pabean Cantian,Nyamplungan
Masjid Nasional Al-Akbar,-7.336518001,112.7152346,hidup,Jambangan,Pagesangan
Mushola Vokasi,-7.278582324,112.7924871,hidup,Sukolilo,Keputih
Masjid Manarul Ilmi,-7.282358262,112.7930777,hidup,Sukolilo,Keputih
Musholla,-7.27639015,112.7929846,hidup,Sukolilo,Keputih
Masjid Jami Besar Al-Ibrahim,-7.281285531,112.7869036,hidup,Sukolilo,Gebang Putih
Masjid Al Mabruk,-7.291963294,112.8092596,hidup,Sukolilo,Keputih
Masjid Darul Falah,-7.339002097,112.7677876,hidup,Gunung Anyar,Rungkut Menanggal
Masjid Ahmad Yani,-7.275403452,112.7929699,hidup,Mulyorejo,Kejawen Putih Tambak
Masjid Jami' Nurul Mu'minin,-7.273640506,112.8005425,hidup,Mulyorejo,Kalisari
Masjid Baitul Muttaqin,-7.288760187,112.7997075,hidup,Sukolilo,Keputih
Masjid Nurul Iman,-7.313836851,112.7484518,hidup,Wonocolo,Sidosermo
Gereja Kristus Tuhan Hosana Bumi Permai,-7.296267322,112.7839214,hidup,Sukolilo,Semolowaru
Masjid At-Taqwa,-7.212230658,112.7256351,hidup,Pabean Cantian,Perak Utara
Gereja Sidang Jemaat Allah,-7.25617995,112.7452036,hidup,Genteng,Ketabang
Gereja BPIB Maranatha,-7.26084115,112.7461778,hidup,Genteng,Ketabang
Gereja Kristus Terang Dunia,-7.2666615,112.7420243,hidup,Genteng,Embong Kaliasin
Gereja Baptis Indonesia Imanuel,-7.25805895,112.7457107,hidup,Genteng,Ketabang
Masjid As Sayyid Abbas Almaliky,-7.274457864,112.7398982,hidup,Genteng,Embong Kaliasin
Gereja Injili Indonesia,-7.267730509,112.745322,hidup,Genteng,Embong Kaliasin
Gereja Kristen Abdiel Elyon,-7.267421444,112.7373014,hidup,Tegalsari,Tegalsari
Masjid Baitul Mujahidin,-7.27118995,112.7126799,hidup,Sawahan,Banyu Urip
Masjid Al Falah,-7.26880575,112.7118068,hidup,Sukomanunggal,Simomulyo
Masjid Baitul Ilmin,-7.268649669,112.7120898,hidup,Sukomanunggal,Simomulyo
Masjid Baitussalam,-7.317094053,112.7218375,hidup,Jambangan,Karah
Masjid An Nur,-7.310141146,112.7480167,hidup,Wonocolo,Bendul Merisi
Masjid As Sa'adah,-7.289862147,112.796948,hidup,Sukolilo,Keputih
Musholla Salman,-7.288580327,112.7977893,hidup,Sukolilo,Keputih
