name,latitude,longitude,kategori,kecamatan,kelurahan
Steak hut,-7.2825375,112.6830333,kuliner,Dukuh Pakis,Pradahkali Kendal
Ming garden,-7.2855293,112.6984358,kuliner,Sukomanunggal,Putat Gede
Seafood tower,-7.292208,112.6764626,kuliner,Dukuh Pakis,Pradahkali Kendal
Hallo Surabaya,-7.2838456,112.6675152,kuliner,Sambikerep,Lontar
Korbeq,-7.285142,112.6814282,kuliner,Dukuh Pakis,Pradahkali Kendal
Ming Yang,-7.2921337,112.676788,kuliner,Dukuh Pakis,Pradahkali Kendal
Burg & Burp,-7.2889156,112.6777086,kuliner,Dukuh Pakis,Pradahkali Kendal
Yong's,-7.2933082,112.6772951,kuliner,Dukuh Pakis,Pradahkali Kendal
Hot-star,-7.2932682,112.6770054,kuliner,Dukuh Pakis,Pradahkali Kendal
Ikan Bakar Cianjur,-7.2874895,112.706848,kuliner,Sukomanunggal,Putat Gede
D'Jang Gem,-7.2875585,112.7069902,kuliner,Dukuh Pakis,Dukuh Pakis
Jenggala,-7.2852836,112.6970649,kuliner,Sukomanunggal,Sono Kwijenan
Pondok Tempo Doeloe,-7.2874728,112.7067562,kuliner,Sukomanunggal,Putat Gede
Warjo,-7.2843041,112.629427,kuliner,Sambikerep,Made
Mubaarok,-7.2842962,112.6293315,kuliner,Sambikerep,Made
Sushi Tei,-7.288564,112.6762476,kuliner,Wiyung,Babatan
Gyu-Kaku,-7.2889666,112.6761834,kuliner,Wiyung,Babatan
RPP,-7.2958734,112.6546571,kuliner,Lakarsantri,Lidah Kulon
Alam laut,-7.2910886,112.6545743,kuliner,Lakarsantri,Lidah Kulon
Jaloe,-7.2635565,112.7412787,kuliner,Genteng,Embong Kaliasin
Soto wawan,-7.2875354,112.7352073,kuliner,Tegalsari,Dr. Sutomo
Hari hari,-7.287601,112.7319699,kuliner,Wonokromo,Darmo
Penta,-7.2914652,112.7304422,kuliner,Wonokromo,Darmo
Larris,-7.2803702,112.6841431,kuliner,Dukuh Pakis,Pradahkali Kendal
Host,-7.3129219,112.6656467,kuliner,Lakarsantri,Lidah Wetan
Curry house,-7.2808138,112.6838866,kuliner,Dukuh Pakis,Pradahkali Kendal
Pizza Hut,-7.2871493,112.6555037,kuliner,Sambikerep,Lontar
Loempia 23,-7.2785313,112.6819403,kuliner,Sambikerep,Lontar
Hachi hachi,-7.2905468,112.6546636,kuliner,Lakarsantri,Lidah Kulon
Beatus,-7.2920029,112.6372976,kuliner,Lakarsantri,Lakarsantri
Palimanan,-7.2932764,112.6369459,kuliner,Lakarsantri,Lakarsantri
Bamegah,-7.2922127,112.7274566,kuliner,Sawahan,Pakis
Ria,-7.2692806,112.7406498,kuliner,Genteng,Embong Kaliasin
Chuan wei,-7.2933087,112.6763618,kuliner,Dukuh Pakis,Pradahkali Kendal
Bakso solo,-7.2933919,112.676354,kuliner,Dukuh Pakis,Pradahkali Kendal
Kao,-7.2938037,112.6761291,kuliner,Dukuh Pakis,Pradahkali Kendal
United steak,-7.2938192,112.6759986,kuliner,Dukuh Pakis,Pradahkali Kendal
Cwie mie Malang,-7.2936565,112.6761273,kuliner,Dukuh Pakis,Pradahkali Kendal
Pawon,-7.2931209,112.6764366,kuliner,Dukuh Pakis,Pradahkali Kendal
Hao,-7.2930255,112.6769987,kuliner,Dukuh Pakis,Pradahkali Kendal
T4,-7.2930228,112.6769354,kuliner,Dukuh Pakis,Pradahkali Kendal
Sahara,-7.2936924,112.6759912,kuliner,Dukuh Pakis,Pradahkali Kendal
Frangipani,-7.2935208,112.6760823,kuliner,Dukuh Pakis,Pradahkali Kendal
Oba,-7.2926313,112.6772958,kuliner,Dukuh Pakis,Pradahkali Kendal
Pirates café,-7.2853115,112.6331688,kuliner,Sambikerep,Made
Gao Ji Shao Kao,-7.2923348,112.6765925,kuliner,Dukuh Pakis,Pradahkali Kendal
Boulevard,-7.2823993,112.683141,kuliner,Dukuh Pakis,Pradahkali Kendal
Magal,-7.2968202,112.6750878,kuliner,Lakarsantri,Lidah Wetan
Hunger belt,-7.2894444,112.6774637,kuliner,Dukuh Pakis,Pradahkali Kendal
Chinese food,-7.2932726,112.6762975,kuliner,Dukuh Pakis,Pradahkali Kendal
Mama Noi,-7.2923698,112.6521521,kuliner,Lakarsantri,Lidah Kulon
The Piggy,-7.2900998,112.6548608,kuliner,Lakarsantri,Lidah Kulon
Sam's kitchen,-7.2934045,112.6760344,kuliner,Dukuh Pakis,Pradahkali Kendal
Peco peco,-7.3110341,112.6792488,kuliner,Wiyung,Babatan
Wapo,-7.2917338,112.6544646,kuliner,Lakarsantri,Lidah Kulon
D'cost,-7.2702665,112.7455918,kuliner,Genteng,Embong Kaliasin
Anda fit,-7.2609254,112.7469105,kuliner,Genteng,Ketabang
Halim Restaurant,-7.2782908,112.7576061,kuliner,Gubeng,Airlangga
Sendai,-7.2774208,112.765646,kuliner,Gubeng,Mojo
Sate Ayam Cak Arto,-7.2775219,112.7656299,kuliner,Gubeng,Mojo
365 Shanghai,-7.2776071,112.7656138,kuliner,Gubeng,Mojo
Huang Table,-7.2780514,112.7655575,kuliner,Gubeng,Mojo
Tip Top,-7.2781578,112.7655441,kuliner,Gubeng,Mojo
Ikan Bakar Cianjur,-7.2782988,112.7655253,kuliner,Gubeng,Mojo
Mie GNI Jember,-7.2793631,112.765815,kuliner,Gubeng,Mojo
Liu Fu,-7.2792753,112.7658257,kuliner,Gubeng,Mojo
Idaman,-7.2791502,112.7658364,kuliner,Gubeng,Mojo
Ayam Goreng President,-7.2786766,112.7659169,kuliner,Gubeng,Mojo
Fajar,-7.2785596,112.7659222,kuliner,Gubeng,Mojo
Depot 539,-7.2782616,112.7659464,kuliner,Gubeng,Mojo
Happy Suzy,-7.278094,112.7659625,kuliner,Gubeng,Mojo
Slice of Cali,-7.2778226,112.7659839,kuliner,Gubeng,Mojo
Mutiara,-7.278384,112.7649486,kuliner,Gubeng,Mojo
Pondok Khas Jenggala,-7.281127,112.7717373,kuliner,Mulyorejo,Manyar Sabrangan
Depot Pak Bas,-7.2815447,112.7720001,kuliner,Sukolilo,Klampis Ngasem
Yung Ho,-7.2800734,112.7644148,kuliner,Mulyorejo,Manyar Sabrangan
Bekyu,-7.2801799,112.765359,kuliner,Mulyorejo,Manyar Sabrangan
Hakata Ikkousha,-7.2801878,112.7654904,kuliner,Mulyorejo,Manyar Sabrangan
Terminal,-7.2801985,112.765646,kuliner,Mulyorejo,Manyar Sabrangan
Istana Berkat,-7.2803634,112.767714,kuliner,Mulyorejo,Manyar Sabrangan
Primarasa,-7.2804699,112.7679151,kuliner,Mulyorejo,Manyar Sabrangan
Asian King,-7.2804911,112.7685696,kuliner,Mulyorejo,Manyar Sabrangan
Steak Hut,-7.2805257,112.7688915,kuliner,Mulyorejo,Manyar Sabrangan
Hot Pot Town,-7.280704,112.7705571,kuliner,Mulyorejo,Manyar Sabrangan
Shao Kao,-7.2801878,112.7770856,kuliner,Mulyorejo,Manyar Sabrangan
Holycow,-7.2801932,112.7783892,kuliner,Mulyorejo,Manyar Sabrangan
Botanika,-7.2802038,112.7749291,kuliner,Mulyorejo,Manyar Sabrangan
Seigo,-7.2801187,112.7715924,kuliner,Gubeng,Mojo
HC Resto,-7.2801104,112.7714359,kuliner,Gubeng,Mojo
Bima,-7.279967,112.7706161,kuliner,Gubeng,Mojo
Malioboro,-7.2800149,112.7704793,kuliner,Gubeng,Mojo
New Royal Restaurant,-7.2797515,112.7679071,kuliner,Gubeng,Mojo
HaoXiongDi Chinese Restaurant & Hotpot Town,-7.2797861,112.7682182,kuliner,Gubeng,Mojo
Magal BBQ,-7.2796637,112.767545,kuliner,Gubeng,Mojo
Pizza Hut,-7.2795493,112.7664077,kuliner,Gubeng,Mojo
Galbisal,-7.2805409,112.7690652,kuliner,Mulyorejo,Manyar Sabrangan
Mie Jogging,-7.2613771,112.7492724,kuliner,Genteng,Ketabang
Bu Kris,-7.2696989,112.7466239,kuliner,Genteng,Embong Kaliasin
Pizza Hut,-7.3169157,112.7812564,kuliner,Rungkut,Kedung Baruk
Pecel Mangaps,-7.2281988,112.6075786,kuliner,Pakal,Sumberrejo
Nelongso,-7.2894012,112.7768011,kuliner,Sukolilo,Klampis Ngasem
Pizza Hut,-7.2759601,112.7819163,kuliner,Mulyorejo,Mulyorejo
Al's Pizza,-7.2710607,112.7561993,kuliner,Gubeng,Airlangga
Uppercut Steakhouse,-7.2598355,112.7348007,kuliner,Tegalsari,Kedungdoro
Cafetaria Informatika,-7.2800621,112.7970129,kuliner,Sukolilo,Keputih
Hacienda,-7.2621357,112.7380824,kuliner,Tegalsari,Kedungdoro
Play Domicile,-7.2623932,112.7379781,kuliner,Tegalsari,Kedungdoro
Primarasa,-7.2825112,112.737187,kuliner,Tegalsari,Dr. Sutomo
Bogowonto,-7.2873507,112.7327077,kuliner,Wonokromo,Darmo
Sop Buntut Gelora Pancasila,-7.2871539,112.7319621,kuliner,Wonokromo,Darmo
Matchbox Too,-7.2860018,112.7327015,kuliner,Wonokromo,Darmo
Onni House,-7.2858741,112.7330421,kuliner,Wonokromo,Darmo
Goodstone,-7.2860843,112.7331655,kuliner,Wonokromo,Darmo
Urban Wagyu,-7.286196,112.7332218,kuliner,Wonokromo,Darmo
Guilin,-7.2866829,112.7329053,kuliner,Wonokromo,Darmo
A Fung,-7.2849016,112.7317399,kuliner,Wonokromo,Darmo
The Pianoza,-7.2847926,112.7320081,kuliner,Wonokromo,Darmo
Sanger,-7.2699243,112.7605858,kuliner,Gubeng,Airlangga
Palapa,-7.2741397,112.7559219,kuliner,Gubeng,Airlangga
Ampera,-7.27199,112.7609866,kuliner,Gubeng,Airlangga
Soto Ayan Hartono,-7.2525311,112.7441582,kuliner,Genteng,Peneleh
Haryono Kitchen,-7.2759752,112.7465052,kuliner,Gubeng,Gubeng
Pizza Hut,-7.3209342,112.746587,kuliner,Tenggilis Mejoyo,Kendangsari
Pujasera,-7.2971622,112.7365334,kuliner,Wonokromo,Darmo
Pujasera,-7.2957299,112.7363986,kuliner,Wonokromo,Darmo
Bakso Boedjangan,-7.2983127,112.7623743,kuliner,Sukolilo,Menur Pumpungan
Gwalk Garden,-7.2908272,112.6544797,kuliner,Lakarsantri,Lidah Kulon
Gubug Makan Mang Engking Yani Golf Surabaya,-7.302268,112.7152881,kuliner,Dukuh Pakis,Gunungsari
Bakmi Jogja Trunojoyo,-7.2658208,112.7376556,kuliner,Tegalsari,Tegalsari
Gudeg Solo,-7.3226085,112.7421906,kuliner,Wonocolo,Jemur Wonosari
"Doyan Ayam Tambaksari, Surabaya",-7.247964,112.7794678,kuliner,Tambaksari,Gading
"Doyan Ayam Jambangan, Surabaya",-7.3083342,112.7156873,kuliner,Jambangan,Karah
Mie Babat Kembang Jepun,-7.2402725,112.7375202,kuliner,Krembangan,Krembangan Selatan
Stop daging khas madura special tulang iga,-7.2428052,112.7344258,kuliner,Krembangan,Krembangan Selatan
Pujasera Suket Bunder,-7.2393522,112.7327549,kuliner,Krembangan,Krembangan Selatan
Rumah Makan Sabar,-7.2364487,112.7347343,kuliner,Krembangan,Krembangan Selatan
Rumah Makan Laksana Jaya II,-7.235837,112.734838,kuliner,Krembangan,Krembangan Selatan
Bakso Wonglawas,-7.2413421,112.7339865,kuliner,Krembangan,Krembangan Selatan
Mie Sarirasa,-7.2371736,112.7331502,kuliner,Krembangan,Krembangan Selatan
Depot Bakso J & J Jaya (Pak San),-7.2464848,112.7369121,kuliner,Bubutan,Bubutan
Penyetan Rajawali,-7.2384862,112.7321921,kuliner,Krembangan,Krembangan Selatan
Ikan Bakar Rica-rica khas Sulawesi,-7.2377088,112.737766,kuliner,Krembangan,Krembangan Selatan
Idola Masakan Padang,-7.2359664,112.7330242,kuliner,Krembangan,Krembangan Selatan
Soto Daging Jagaraga,-7.2390942,112.7329748,kuliner,Krembangan,Krembangan Selatan
Aba Dulatip,-7.226579,112.7457928,kuliner,Semampir,Ampel
Soto Madura Spesial Tulang Iga,-7.2407875,112.7338236,kuliner,Krembangan,Krembangan Selatan
Ayam Pedesan Simbah,-7.2391991,112.7341847,kuliner,Krembangan,Krembangan Selatan
Pangsit Mie Ayam Tuban Pak Kayat,-7.2438806,112.7362834,kuliner,Krembangan,Krembangan Selatan
Lontong Balap Rajawali,-7.2357146,112.7350356,kuliner,Krembangan,Krembangan Selatan
Bakwan Pak Di,-7.2407711,112.7326583,kuliner,Krembangan,Krembangan Selatan
Dapur Desa,-7.26753575,112.7409262,kuliner,Genteng,Embong Kaliasin
Aria Centra Hotel,-7.267674467,112.7434846,kuliner,Genteng,Embong Kaliasin
Tasty Resto,-7.270079427,112.760439,kuliner,Gubeng,Airlangga
warkob imanuel,-7.268152848,112.7400009,kuliner,Tegalsari,Tegalsari
Agis,-7.338308987,112.7150131,kuliner,Jambangan,Pagesangan
Wapo Restaurant,-7.270359001,112.7602651,kuliner,Gubeng,Airlangga
Hanamasa,-7.265839606,112.7514735,kuliner,Genteng,Ketabang
Gubeng Pojok,-7.26640002,112.7519197,kuliner,Tambaksari,Pacar Keling
Nur Pacific,-7.272644443,112.7481856,kuliner,Gubeng,Gubeng
Loving Hut,-7.275727273,112.7492051,kuliner,Gubeng,Gubeng
Daun Hijau,-7.280178622,112.7422128,kuliner,Tegalsari,Keputran
Sederhana,-7.281003375,112.7812119,kuliner,Mulyorejo,Manyar Sabrangan
Dedew'S Box,-7.264725403,112.7604827,kuliner,Tambaksari,Pacar Kembang
Depot Pak Slamet,-7.266195831,112.7563807,kuliner,Gubeng,Airlangga
Wisata Kuliner Bratang Binangun,-7.297050611,112.7601375,kuliner,Gubeng,Baratajaya
Boncafe Steak & Ice Cream,-7.27736545,112.7660743,kuliner,Gubeng,Mojo
Bakso & Pangsit Mie 3 Raja,-7.334865683,112.7760343,kuliner,Gunung Anyar,Rungkut Tengah
Mie Gacoan,-7.3307068,112.7300235,kuliner,Gayungan,Gayungan
Ayam Bakar Primarasa,-7.330161196,112.7303275,kuliner,Gayungan,Gayungan
Bakso Pak Djo,-7.338005452,112.7753517,kuliner,Gunung Anyar,Rungkut Menanggal
Michael Tj Gelato,-7.320687843,112.762183,kuliner,Tenggilis Mejoyo,Tenggilis Mejoyo
Cocari Japanese Resto,-7.2895758,112.731382,kuliner,Wonokromo,Darmo
Ikan Bakar Cianjur,-7.29026823,112.7316756,kuliner,Wonokromo,Darmo
Bakwan Dempo Asli,-7.260666127,112.723973,kuliner,Sawahan,Petemon
Pizza Hut,-7.26439505,112.7424633,kuliner,Genteng,Embong Kaliasin
KFC,-7.289596895,112.7459968,kuliner,Wonokromo,Ngagel
De Mandailing,-7.322530868,112.7422772,kuliner,Wonocolo,Jemur Wonosari
UPTSA Dispenduk dan Catatan Sipil,-7.2562594,112.737833,perkantoran,Genteng,Genteng
Kantor Kelurahan Dr. Soetomo,-7.2774634,112.7365239,perkantoran,Tegalsari,Dr. Sutomo
Dinas Perdagangan Kota Surabaya,-7.2561789,112.7375946,perkantoran,Genteng,Genteng
Dinas Kebersihan dan Ruang Terbuka Hijau Kota Surabaya,-7.2784139,112.7631941,perkantoran,Mulyorejo,Manyar Sabrangan
Dinas Kebersihan dan Ruang Terbuka Hijau Kota Surabaya,-7.2784828,112.7638287,perkantoran,Mulyorejo,Manyar Sabrangan
Kantor Satuan Polisi Pamong Praja Jawa Timur,-7.3060416,112.7575773,perkantoran,Wonocolo,Sidosermo
Dinas Pendidikan Provinsi Jawa Timur,-7.3059591,112.7569137,perkantoran,Wonocolo,Sidosermo
Dinas Pendidikan Provinsi Jawa Timur,-7.3062628,112.7582957,perkantoran,Wonocolo,Sidosermo
Kelurahan Petemon,-7.2674835,112.7191521,perkantoran,Sawahan,Kupang Krajan
PEMPROV JAWA TIMUR,-7.2455999,112.7388143,perkantoran,Bubutan,Alon-Alon Contong
KPP Pratama Surabaya Tegalsari Gedung Keuangan Negara Surabaya II,-7.285663,112.7459777,perkantoran,Tegalsari,Keputran
KPP Pratama Surabaya Krembangan Gedung Keuangan Negara Surabaya I,-7.2425526,112.733432,perkantoran,Krembangan,Krembangan Selatan
Kantor P2T Surabaya,-7.2443979,112.7386073,perkantoran,Krembangan,Krembangan Selatan
Pusat Penelitian Dan Pengembangan Pelayanan Kesehatan,-7.2404156,112.7313982,perkantoran,Krembangan,Kemayoran
Kantor Pemerintahan Kota Surabaya,-7.2577608,112.747408,perkantoran,Genteng,Ketabang
Dinas Perpustakaan Dan Kearsipan Provinsi Jawa Timur,-7.306089,112.7578543,perkantoran,Wonocolo,Sidosermo
Dinas Pengendalian Penduduk Pemberdayaan Perempuan Dan Perlindungan Anak,-7.2676415,112.7346398,perkantoran,Tegalsari,Kedungdoro
Penjara Kalisosok,-7.2347426,112.7364817,perkantoran,Krembangan,Krembangan Selatan
Badan RIset dan Inovasi Nasional (BRIN),-7.280275953,112.7993359,perkantoran,Sukolilo,Keputih
Surabaya Convention Hall,-7.28866098,112.7837245,perkantoran,Sukolilo,Keputih
PDAM,-7.265577605,112.7541345,perkantoran,Tambaksari,Pacar Keling
Kantor Badan Perencanaan dan Pembangunan Daerah,-7.246669982,112.7394209,perkantoran,Bubutan,Alon-Alon Contong
Kantor Gubernur Provinsi Jawa Timur,-7.24586121,112.7392369,perkantoran,Bubutan,Alon-Alon Contong
Perhutani Divisi Regional Jawa Timur,-7.256686143,112.7426468,perkantoran,Genteng,Genteng
Dinas Lingkungan Hidup Pemerintah Kota Surabaya,-7.25769365,112.747481,perkantoran,Genteng,Ketabang
Perusahan Gas Negara,-7.265222043,112.746512,perkantoran,Genteng,Embong Kaliasin
Balai Kota Surabaya,-7.259223419,112.7471028,perkantoran,Genteng,Ketabang
UPTD BPS KECAMATAN GENTENG,-7.266840003,112.742466,perkantoran,Genteng,Embong Kaliasin
Saluran dan Pengatur Beban Jawa Bali,-7.268475923,112.7355618,perkantoran,Tegalsari,Tegalsari
Kantor Pengurus Perpani Jawa Timur,-7.28009987,112.7791324,perkantoran,Mulyorejo,Manyar Sabrangan
Kantor Komite Olahraga Nasional,-7.281804039,112.7804971,perkantoran,Mulyorejo,Manyar Sabrangan
Kantor Komite Olahraga Nasional Indonesia Cabang Surabaya,-7.281029748,112.7803427,perkantoran,Mulyorejo,Manyar Sabrangan
Kantor Kelurahan Rungkut Kidul,-7.327363561,112.7764053,perkantoran,Rungkut,Rungkut Kidul
PT KAI DAOP 8 Surabaya,-7.266177602,112.7525145,perkantoran,Tambaksari,Pacar Keling
Kementerian Agraria Dan Tata Ruang / Badan Pertanahan Negara,-7.330088739,112.7284807,perkantoran,Gayungan,Gayungan
Badan Penanaman Modal Jawa Timur,-7.244317803,112.7387802,perkantoran,Krembangan,Krembangan Selatan
KPP Pratama Genteng,-7.268377208,112.7478505,perkantoran,Genteng,Embong Kaliasin
Komisi Pengawas Persaingan Usaha Kanwil IV RI,-7.266553159,112.7416633,perkantoran,Genteng,Embong Kaliasin
Komisi Pengawas Persaingan Usaha Kanwil IV RI,-7.266447635,112.7417286,perkantoran,Genteng,Embong Kaliasin
Kantor Kelurahan Embong Kaliasin,-7.266820385,112.7427188,perkantoran,Genteng,Embong Kaliasin
KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAM JAWA TIMUR,-7.270127694,112.7460831,perkantoran,Genteng,Embong Kaliasin
DPRD Kota Surabaya,-7.263026626,112.7454665,perkantoran,Genteng,Embong Kaliasin
Kelurahan Gubeng,-7.269280114,112.7514582,perkantoran,Gubeng,Gubeng
Palang Merah Indonesia Kota Surabaya,-7.271308577,112.7479183,perkantoran,Gubeng,Gubeng
BPJS Ketenagakerjaan Surabaya,-7.273807061,112.7459442,perkantoran,Gubeng,Gubeng
Dinas Perhubungan Kota Surabaya,-7.343743877,112.7272454,perkantoran,Gayungan,Dukuh Menanggal
Kawasan Direktorat Jenderal Pajak Surabaya,-7.302985684,112.745713,perkantoran,Wonokromo,Jagir
PT INFOMEDIA NUSANTARA,-7.276971625,112.7617623,perkantoran,Gubeng,Airlangga
Balai Serbaguna RT2 RW8,-7.298804825,112.7996263,perkantoran,Sukolilo,Keputih
Pusat Pemberdayaan Masyarakat Terpadu,-7.301342244,112.7996862,perkantoran,Sukolilo,Keputih
Badan Pemberdayaan Perempuan dan Keluarga Berencana,-7.29188605,112.7609056,perkantoran,Gubeng,Baratajaya
Kantor Kelurahan Kedung Cowek,-7.222821374,112.7870362,perkantoran,Bulak,Kedung Cowek
Daerah Operasi PT KAI,-7.260899184,112.7532007,perkantoran,Tambaksari,Pacar Keling
Badan Pengawas Pemilihan Umum,-7.288339395,112.7400249,perkantoran,Tegalsari,Keputran
Kantor Kecamatan Tegalsari,-7.287942334,112.7405329,perkantoran,Tegalsari,Keputran
Kantor Kecamatan Tambak Sari,-7.257501507,112.7552215,perkantoran,Tambaksari,Pacar Keling
Koperasi PKK,-7.253582251,112.7540145,perkantoran,Tambaksari,Tambaksari
Kantor Kelurahan Gading,-7.2482553,112.7783438,perkantoran,Tambaksari,Gading
Dinas Bina Marga,-7.254356054,112.7541899,perkantoran,Tambaksari,Tambaksari
Kantor Kecamatan Gubeng,-7.27162455,112.755973,perkantoran,Gubeng,Airlangga
Balai Besar Pengawasan Obat dan Makanan,-7.268759258,112.7602031,perkantoran,Gubeng,Airlangga
Kantor Kelurahan Ketabang,-7.256268433,112.7513765,perkantoran,Genteng,Ketabang
Perpustakaan BPPNFI Kemendik ud Regional 4,-7.288485469,112.7849318,perkantoran,Sukolilo,Keputih
Kantor Kelurahan Kapasari,-7.247663967,112.7521372,perkantoran,Genteng,Kapasari
Kantor Koordinasi Perguruan Tinggi Swasta Wilayah 7 Jatim,-7.28806044,112.7810908,perkantoran,Sukolilo,Klampis Ngasem
Kantor Kelurahan Klampis Ngasem,-7.287360362,112.7803393,perkantoran,Sukolilo,Klampis Ngasem
Kantor Kelurahan Dukuh Setro,-7.240133696,112.7782082,perkantoran,Tambaksari,Dukuh Setro
Kantor Kelurahan Kedungdoro,-7.263349639,112.7360616,perkantoran,Tegalsari,Kedungdoro
Gedung Keuangan Negara,-7.285880963,112.7459518,perkantoran,Tegalsari,Keputran
Kantor Kelurahan Peneleh,-7.2522696,112.7438902,perkantoran,Genteng,Peneleh
Dinas Sosial,-7.267575128,112.7346441,perkantoran,Tegalsari,Kedungdoro
UPTD Bina Pengelolaan Sekolah Surabaya II,-7.26295795,112.7854434,perkantoran,Mulyorejo,Mulyorejo
Kantor Kelurahan Tambakrejo,-7.248197988,112.7556197,perkantoran,Simokerto,Tambakrejo
Kantor Kelurahan Tambaksari,-7.25326585,112.7546861,perkantoran,Tambaksari,Tambaksari
Kelurahan Semolowaru,-7.301220981,112.7796019,perkantoran,Sukolilo,Semolowaru
Plasa Telkom Indonesia,-7.282327203,112.7457025,perkantoran,Tegalsari,Keputran
Kantor Kelurahan Sukolilo Baru,-7.242702881,112.7978168,perkantoran,Bulak,Sukolilo Baru
Kantor Koperasi,-7.258820918,112.7476389,perkantoran,Genteng,Ketabang
Kantor Kelurahan Ploso,-7.2517151,112.7618645,perkantoran,Tambaksari,Ploso
UPTD Taman Hiburan Pantai Kenjeran,-7.2377906,112.7955383,perkantoran,Bulak,Kenjeran
Kantor Kelurahan Tegalsari,-7.270795874,112.7350807,perkantoran,Rungkut,Wonorejo
Kantor Kelurahan Pacar Kembang,-7.255574792,112.7663972,perkantoran,Tambaksari,Pacar Kembang
Pengadilan Tinggi Jawa Timur,-7.269786625,112.748918,perkantoran,Gubeng,Gubeng
Kantor Kelurahan Rangkah,-7.248409185,112.7655691,perkantoran,Tambaksari,Rangkah
Kantor Kecamatan Sukolilo,-7.299585771,112.7703354,perkantoran,Sukolilo,Menur Pumpungan
Dinas Pemuda dan Olah Raga Provinsi Jawa Timur,-7.270504771,112.7455569,perkantoran,Genteng,Embong Kaliasin
Kantor Kelurahan Gebang Putih,-7.283200032,112.7857977,perkantoran,Sukolilo,Gebang Putih
Dinas Pendapatan Pemerintah Provinsi Jawa Timur,-7.278852198,112.7637808,perkantoran,Mulyorejo,Manyar Sabrangan
Samsat Manyar Surabaya,-7.27913252,112.7637882,perkantoran,Mulyorejo,Manyar Sabrangan
Dinas Pendapatan Kota Surabaya,-7.279011616,112.7630161,perkantoran,Mulyorejo,Manyar Sabrangan
BPJS Kantor Cabang Utama Surabaya,-7.26893665,112.7737935,perkantoran,Gubeng,Mojo
MUI Jatim,-7.267670825,112.7694227,perkantoran,Gubeng,Mojo
KORAMIL 0831/03 GUBENG,-7.297849646,112.7618243,perkantoran,Gubeng,Baratajaya
UPTB Laboratorium Lingkungan BLH Surabaya,-7.298814271,112.7611194,perkantoran,Gubeng,Baratajaya
Kantor Kelurahan Kapas Madya Baru,-7.237099269,112.7680595,perkantoran,Tambaksari,Kapasmadya Baru
Kantor Kelurahan Genteng,-7.258525559,112.74229,perkantoran,Genteng,Genteng
Kantor Kecamatan Bulak,-7.231637955,112.7854935,perkantoran,Bulak,Kenjeran
Kantor Kelurahan Kenjeran,-7.240730548,112.7954309,perkantoran,Bulak,Kenjeran
Satuan Polisi Pamong Praja,-7.258364006,112.7467646,perkantoran,Genteng,Ketabang
Jasa Raharja,-7.285243013,112.73433,perkantoran,Tegalsari,Dr. Sutomo
Gedung Serbaguna LKMK Mulyorejo,-7.261595923,112.7853355,perkantoran,Mulyorejo,Mulyorejo
Kantor Kelurahan Bulak,-7.233155683,112.7739535,perkantoran,Bulak,Bulak
Gudang Persediaan SGU PT.KAI,-7.260894813,112.7560704,perkantoran,Tambaksari,Pacar Keling
Kantor Kelurahan Pacar Keling,-7.257487451,112.7625106,perkantoran,Tambaksari,Pacar Keling
Badan Pengembangan Wilayah Surabaya - Madura,-7.215424086,112.7784912,perkantoran,Bulak,Kedung Cowek
Dinas Pendapatan dan Pengelolaan Keuangan,-7.244017783,112.7578473,perkantoran,Simokerto,Tambakrejo
BADAN NARKOTIKA NASIONAL PROVINSI JAWA TIMUR,-7.291115712,112.759232,perkantoran,Gubeng,Baratajaya
Badan Pertahanan Nasional Kota Surabaya,-7.260066462,112.7386649,perkantoran,Genteng,Genteng
Balai Pelayanan Kemetrologian Surabaya,-7.291391632,112.7496527,perkantoran,Gubeng,Pucang Sewu
Jatim Information Technology Creative Disperindag Jatim,-7.291233739,112.7497251,perkantoran,Gubeng,Pucang Sewu
KPID Provinsi Jawa Timur,-7.2916834,112.7495237,perkantoran,Gubeng,Pucang Sewu
Kantor Kelurahan Pucang Sewu,-7.28471405,112.7508435,perkantoran,Gubeng,Pucang Sewu
Komisi Yudisial RI wilayah Jaws timur,-7.289602876,112.7550531,perkantoran,Gubeng,Pucang Sewu
Kantor Samsat Kenjeran,-7.22294024,112.7761124,perkantoran,Kenjeran,Tanah Kali Kedinding
UPT Taman Budaya Dinas Kebudayaan & Pariwisata Prov. Jatim,-7.256687553,112.7397564,perkantoran,Genteng,Genteng
Dinas Pendidikan Provinsi Jawa Timur,-7.257319819,112.7430627,perkantoran,Genteng,Genteng
Kantor Kelurahan Simokerto,-7.23664679,112.7543296,perkantoran,Simokerto,Simokerto
Kantor Kelurahan Tanah Kali Kedinding,-7.22697635,112.7754716,perkantoran,Kenjeran,Tanah Kali Kedinding
Kantor Kecamatan Kenjeran,-7.226676023,112.7755906,perkantoran,Kenjeran,Tanah Kali Kedinding
Kantor Kelurahan Menur Pumpungan,-7.296016216,112.7696733,perkantoran,Sukolilo,Menur Pumpungan
Badan Perencanaan Pembangunan,-7.257405713,112.7482379,perkantoran,Genteng,Ketabang
Kantor Kelurahan Sidotopo,-7.228940092,112.7460061,perkantoran,Semampir,Sidotopo
Kantor Perusda Rumah Potong Hewan,-7.228233627,112.7460584,perkantoran,Semampir,Sidotopo
Kantor Kelurahan Ampel,-7.228766502,112.7460121,perkantoran,Semampir,Sidotopo
